time,latitude,longitude,depth,mag,place,humans,humanRange,money,moneyRange
2013-02-25 07:23:55,36.877,139.227,5.5,5.8,"31km NNE of Numata, Japan",3,"100-1000 people",0,"less than $100K"
2013-02-25 16:00:19,29.011,131.505,45.5,5.4,"197km SSE of Nishinoomote, Japan",0,"None",0,"less than $100K"
2013-02-25 17:30:31,-11.063,166.008,10.0,5.0,"42km SSE of Lata, Solomon Islands",0,"None",0,"less than $100K"
2013-02-26 15:57:29,-21.635,-174.371,23.6,5.1,"68km ESE of `Ohonua, Tonga",0,"None",2,"more than $1.000.000"
2013-02-26 17:07:34,19.2504,-67.9645,8.0,5.1,"81km NE of Punta Cana, Dominican Republic",0,"None",2,"more than $1.000.000"
2013-02-26 19:57:54,-21.461,-179.299,606.7,5.7,"109km SW of Ndoi Island, Fiji",2,"10-100 people",2,"more than $1.000.000"
2013-02-26 20:44:57,26.594,129.141,27.0,5.0,"116km E of Nago, Japan",0,"None",0,"less than $100K"
2013-02-26 21:43:48,53.084,157.936,134.3,5.3,"24km NW of Paratunka, Russia",0,"None",2,"more than $1.000.000"
2013-02-27 06:49:55,-31.04,-177.529,31.0,5.1,"137km ENE of L'Esperance Rock, New Zealand",0,"None",1,"more than $100.000"
2013-02-27 22:25:43,43.22,-126.565,10.0,5.2,"175km W of Bandon, Oregon",1,"1-10 people",0,"less than $100K"
2013-02-28 03:09:44,-17.771,167.341,15.1,5.9,"104km W of Port-Vila, Vanuatu",2,"10-100 people",0,"less than $100K"
2013-02-28 14:05:50,50.942,157.339,41.0,6.9,"84km SE of Ozernovskiy, Russia",1,"1-10 people",3,"more than $100.000.000"
2013-03-01 03:29:46,21.76,143.98,153.2,5.4,"165km NW of Farallon de Pajaros, Northern Mariana Islands",0,"None",3,"more than $100.000.000"
2013-03-01 12:53:52,50.938,157.511,40.9,6.4,"93km SE of Ozernovskiy, Russia",2,"10-100 people",2,"more than $1.000.000"
2013-03-01 13:20:50,50.949,157.448,29.0,6.5,"89km SE of Ozernovskiy, Russia",3,"100-1000 people",2,"more than $1.000.000"
2013-03-02 00:11:08,5.511,126.982,86.6,5.1,"129km SE of Pondaguitan, Philippines",0,"None",0,"less than $100K"
2013-03-02 01:30:39,24.671,92.229,45.8,5.2,"24km SSW of Karimganj, India",1,"1-10 people",2,"more than $1.000.000"
2013-03-02 17:32:44,-60.37,-26.936,38.3,5.1,"150km S of Bristol Island, South Sandwich Islands",1,"1-10 people",0,"less than $100K"
2013-03-02 21:47:23,-3.505,145.154,35.0,5.4,"135km ENE of Angoram, Papua New Guinea",1,"1-10 people",1,"more than $100.000"
2013-03-03 03:12:26,38.606,71.594,11.6,5.1,"28km NNE of Vanj, Tajikistan",0,"None",0,"less than $100K"
2013-03-03 03:25:21,-7.189,145.901,190.4,5.6,"82km W of Bulolo, Papua New Guinea",3,"100-1000 people",2,"more than $1.000.000"
2013-03-03 05:41:16,25.968,99.803,8.0,5.2,"23km SW of Yuhu, China",3,"100-1000 people",0,"less than $100K"
2013-03-04 20:56:34,50.7249,157.317,42.47,5.3,"84km E of Severo-Kuril'sk, Russia",1,"1-10 people",1,"more than $100.000"
2013-03-05 03:58:34,-5.238,152.553,58.8,5.0,"100km SSW of Taron, Papua New Guinea",0,"None",1,"more than $100.000"
2013-03-05 06:06:35,-5.255,152.555,28.2,5.8,"102km SSW of Taron, Papua New Guinea",1,"1-10 people",0,"less than $100K"
2013-03-05 06:21:07,-5.212,152.623,11.6,5.2,"94km SSW of Taron, Papua New Guinea",1,"1-10 people",3,"more than $100.000.000"
2013-03-05 08:33:54,67.665,142.47,13.6,5.2,"134km WSW of Druzhina, Russia",0,"None",0,"less than $100K"
2013-03-05 20:32:45,27.412,128.302,48.1,5.3,"96km NNE of Nago, Japan",0,"None",0,"less than $100K"
2013-03-06 09:16:02,-22.416,171.004,37.7,5.5,"107km W of Ile Hunter, New Caledonia",0,"None",2,"more than $1.000.000"
2013-03-06 09:53:00,-4.823,152.888,58.3,5.1,"42km SSW of Taron, Papua New Guinea",2,"10-100 people",2,"more than $1.000.000"
2013-03-06 16:49:46,28.758,82.294,10.0,5.0,"43km NNE of Salyan, Nepal",3,"100-1000 people",0,"less than $100K"
2013-03-07 03:36:47,24.268,121.428,9.6,5.5,"36km NNW of Hualian, Taiwan",2,"10-100 people",0,"less than $100K"
2013-03-07 20:55:53,-19.0139,169.4034,242.63,5.5,"61km NNE of Isangel, Vanuatu",0,"None",1,"more than $100.000"
2013-03-08 04:55:20,-5.228,125.773,14.4,5.2,"180km SSW of Leksula, Indonesia",0,"None",0,"less than $100K"
2013-03-08 20:43:26,-20.905,-173.69,28.0,5.2,"139km ENE of `Ohonua, Tonga",0,"None",2,"more than $1.000.000"
2013-03-09 14:56:29,50.85,157.309,41.2,5.8,"85km ENE of Severo-Kuril'sk, Russia",1,"1-10 people",0,"less than $100K"
2013-03-09 17:06:00,-10.679,164.69,26.1,5.0,"125km W of Lata, Solomon Islands",0,"None",0,"less than $100K"
2013-03-10 04:08:03,0.017,125.592,27.6,5.0,"154km ESE of Modayag, Indonesia",0,"None",0,"less than $100K"
2013-03-10 10:18:15,12.811,-90.64,8.0,5.5,"123km SW of Acajutla, El Salvador",2,"10-100 people",0,"less than $100K"
2013-03-10 16:49:19,-5.299,151.519,60.0,5.7,"133km SW of Kokopo, Papua New Guinea",0,"None",3,"more than $100.000.000"
2013-03-10 17:11:04,59.3147,-154.2182,8.3,5.2,"69km SE of Old Iliamna, Alaska",0,"None",1,"more than $100.000"
2013-03-10 22:51:51,-6.653,148.155,28.9,6.5,"32km E of Finschhafen, Papua New Guinea",3,"100-1000 people",2,"more than $1.000.000"
2013-03-11 00:05:47,-6.841,148.352,57.9,5.0,"59km ESE of Finschhafen, Papua New Guinea",0,"None",0,"less than $100K"
2013-03-11 01:43:24,-6.662,148.455,14.2,5.5,"65km E of Finschhafen, Papua New Guinea",0,"None",0,"less than $100K"
2013-03-11 03:01:37,40.119,77.466,10.0,5.4,"125km ENE of Arzak, China",0,"None",0,"less than $100K"
2013-03-11 09:34:52,31.679,131.486,32.8,5.3,"14km NE of Nichinan, Japan",0,"None",0,"less than $100K"
2013-03-11 17:12:13,-11.5521,165.1767,10.03,5.5,"116km SW of Lata, Solomon Islands",2,"10-100 people",1,"more than $100.000"
2013-03-12 20:05:04,-6.732,148.397,32.9,5.0,"60km ESE of Finschhafen, Papua New Guinea",0,"None",0,"less than $100K"
2013-03-12 20:10:17,-6.808,148.351,64.6,5.0,"58km ESE of Finschhafen, Papua New Guinea",2,"10-100 people",2,"more than $1.000.000"
2013-03-12 21:32:28,39.303,141.844,72.7,5.0,"5km NW of Kamaishi, Japan",0,"None",2,"more than $1.000.000"
2013-03-13 03:12:53,60.215,163.358,14.4,5.8,"53km WNW of Il'pyrskiy, Russia",1,"1-10 people",0,"less than $100K"
2013-03-14 03:45:46,7.5519,-82.7908,7.2,5.1,"53km S of Punta de Burica, Panama",1,"1-10 people",0,"less than $100K"
2013-03-16 12:36:40,-4.593,151.93,166.0,5.0,"45km SW of Kokopo, Papua New Guinea",0,"None",1,"more than $100.000"
2013-03-16 16:39:41,-6.116,149.96,57.5,5.2,"46km ENE of Kandrian, Papua New Guinea",0,"None",1,"more than $100.000"
2013-03-17 22:56:30,-24.872,-70.668,24.0,5.0,"61km NNW of Taltal, Chile",2,"10-100 people",0,"less than $100K"
2013-03-18 03:54:36,-6.291,130.914,79.6,5.1,"188km NNW of Saumlaki, Indonesia",1,"1-10 people",1,"more than $100.000"
2013-03-18 19:15:04,-32.4436,-71.7701,28.07,5.0,"50km W of La Ligua, Chile",1,"1-10 people",3,"more than $100.000.000"
2013-03-19 03:29:00,-58.915,-24.409,31.3,5.9,"121km E of Bristol Island, South Sandwich Islands",0,"None",0,"less than $100K"
2013-03-19 18:22:55,-20.926,176.709,35.1,5.1,"238km ENE of Ceva-i-Ra, Fiji",2,"10-100 people",2,"more than $1.000.000"
2013-03-19 18:36:54,-16.813,-171.494,15.6,5.4,"259km ESE of Hihifo, Tonga",2,"10-100 people",2,"more than $1.000.000"
2013-03-20 14:02:28,-22.062,-179.498,581.0,5.1,"176km SSW of Ndoi Island, Fiji",0,"None",1,"more than $100.000"
2013-03-20 17:18:06,-31.415,-177.7558,1.0,5.0,"108km E of L'Esperance Rock, New Zealand",1,"1-10 people",1,"more than $100.000"
2013-03-22 22:40:53,-28.044,-176.568,11.7,5.5,"187km NE of Raoul Island, New Zealand",0,"None",2,"more than $1.000.000"
2013-03-24 01:35:55,-6.788,148.401,47.5,5.0,"62km ESE of Finschhafen, Papua New Guinea",2,"10-100 people",0,"less than $100K"
2013-03-24 04:18:33,50.731,160.159,8.0,5.9,"268km ESE of Ozernovskiy, Russia",0,"None",1,"more than $100.000"
2013-03-24 08:13:45,-20.757,173.37,10.0,6.1,"167km NW of Ceva-i-Ra, Fiji",2,"10-100 people",2,"more than $1.000.000"
2013-03-24 19:27:32,-21.508,169.985,92.3,5.3,"217km E of Tadine, New Caledonia",0,"None",2,"more than $1.000.000"
2013-03-24 21:00:13,-12.4013,166.0147,44.23,5.1,"187km S of Lata, Solomon Islands",1,"1-10 people",0,"less than $100K"
2013-03-25 05:25:29,-16.6197,-171.8428,10.0,5.2,"216km ESE of Hihifo, Tonga",1,"1-10 people",0,"less than $100K"
2013-03-25 05:55:05,-59.611,-26.3841,10.02,5.1,"64km S of Bristol Island, South Sandwich Islands",0,"None",3,"more than $100.000.000"
2013-03-25 08:30:02,3.027,125.649,140.8,5.0,"182km NNE of Bitung, Indonesia",0,"None",1,"more than $100.000"
2013-03-25 11:54:55,-11.4945,117.1818,10.0,5.2,"287km SW of Panenggoede, Indonesia",2,"10-100 people",1,"more than $100.000"
2013-03-25 23:02:13,14.596,-90.439,189.0,6.2,"6km ENE of Santa Catarina Pinula, Guatemala",3,"100-1000 people",2,"more than $1.000.000"
2013-03-26 13:04:48,16.188,-98.145,10.0,5.5,"19km SW of Santiago Pinotepa Nacional, Mexico",1,"1-10 people",0,"less than $100K"
2013-03-26 13:12:18,16.242,-98.186,13.2,5.0,"19km WSW of Santiago Pinotepa Nacional, Mexico",2,"10-100 people",2,"more than $1.000.000"
2013-03-26 17:23:56,-9.391,120.29,53.3,5.5,"16km NE of Tambulatana, Indonesia",1,"1-10 people",2,"more than $1.000.000"
2013-03-26 17:36:27,-33.111,-179.433,76.0,5.3,"192km SSW of L'Esperance Rock, New Zealand",0,"None",2,"more than $1.000.000"
2013-03-26 23:35:24,43.219,41.637,10.0,5.1,"26km SSW of Teberda, Russia",2,"10-100 people",0,"less than $100K"
2013-03-27 02:03:20,23.827,121.221,21.4,5.9,"29km ESE of Buli, Taiwan",1,"1-10 people",3,"more than $100.000.000"
2013-03-27 05:59:41,-57.357,-24.874,10.0,5.4,"159km ESE of Visokoi Island, ",3,"100-1000 people",0,"less than $100K"
2013-03-27 06:42:46,-57.29,-24.939,10.0,5.3,"152km ESE of Visokoi Island, ",1,"1-10 people",0,"less than $100K"
2013-03-28 03:34:29,-23.597,-175.508,43.9,5.0,"257km SSW of `Ohonua, Tonga",0,"None",2,"more than $1.000.000"
2013-03-29 05:01:11,43.456,86.832,35.1,5.2,"70km SW of Diwopu, China",3,"100-1000 people",0,"less than $100K"
2013-03-29 06:01:05,-4.789,151.63,142.9,5.1,"85km SW of Kokopo, Papua New Guinea",0,"None",2,"more than $1.000.000"
2013-03-29 07:30:56,-35.367,-72.729,9.0,5.4,"28km W of Constitucion, Chile",0,"None",0,"less than $100K"
2013-03-29 20:38:01,-5.433,151.729,70.5,5.0,"133km SSW of Kokopo, Papua New Guinea",0,"None",1,"more than $100.000"
2013-03-30 01:50:49,9.966,126.242,85.6,5.5,"17km E of San Isidro, Philippines",0,"None",2,"more than $1.000.000"
2013-03-30 17:30:48,-9.419,-79.037,40.4,5.4,"62km SW of Chimbote, Peru",1,"1-10 people",2,"more than $1.000.000"
2013-03-30 18:03:47,12.219,143.904,35.3,5.3,"142km SW of Merizo Village, Guam",2,"10-100 people",1,"more than $100.000"
2013-03-30 20:04:49,23.104,95.95,33.8,5.0,"60km WNW of Mogok, Burma",0,"None",1,"more than $100.000"
2013-03-30 21:43:19,40.437,-126.261,10.0,5.1,"169km W of Ferndale, California",0,"None",0,"less than $100K"
2013-03-30 21:48:05,-21.057,176.403,57.5,5.0,"203km ENE of Ceva-i-Ra, Fiji",2,"10-100 people",2,"more than $1.000.000"
2013-03-31 07:46:18,38.916,141.905,35.0,5.3,"23km SE of Ofunato, Japan",1,"1-10 people",0,"less than $100K"
2013-03-31 17:08:09,-65.6041,-177.8521,9.99,5.6,"223km NNE of Scott Island Bank, Antarctica",3,"100-1000 people",1,"more than $100.000"
2013-04-01 18:53:18,39.516,143.2076,20.89,6.0,"108km E of Miyako, Japan",4,"1000-10000 people",2,"more than $1.000.000"
2013-04-01 20:04:30,39.58,143.156,8.6,5.1,"103km E of Miyako, Japan",1,"1-10 people",0,"less than $100K"
2013-04-02 00:59:16,66.444,-17.645,10.0,5.3,"46km NNW of Husavik, Iceland",3,"100-1000 people",1,"more than $100.000"
2013-04-02 02:08:48,39.551,143.234,20.3,5.5,"110km E of Miyako, Japan",2,"10-100 people",1,"more than $100.000"
2013-04-02 15:04:44,-29.366,-176.095,26.5,5.3,"175km E of Raoul Island, New Zealand",2,"10-100 people",0,"less than $100K"
2013-04-02 19:13:28,-60.645,-24.301,31.0,5.0,"218km SSE of Bristol Island, South Sandwich Islands",1,"1-10 people",2,"more than $1.000.000"
2013-04-03 12:14:45,-2.424,138.753,35.0,5.3,"204km W of Abepura, Indonesia",1,"1-10 people",0,"less than $100K"
2013-04-03 16:35:45,19.223,95.646,6.0,5.4,"47km ESE of Myaydo, Burma",0,"None",1,"more than $100.000"
2013-04-03 18:41:30,36.7176,144.0253,36.66,5.0,"282km E of Iwaki, Japan",2,"10-100 people",2,"more than $1.000.000"
2013-04-04 02:27:07,15.852,121.702,47.4,5.1,"18km NE of Baler, Philippines",3,"100-1000 people",0,"less than $100K"
2013-04-04 04:42:36,35.699,140.801,3.4,5.0,"4km SW of Hasaki, Japan",0,"None",0,"less than $100K"
2013-04-04 05:29:09,-4.133,102.536,70.1,5.1,"47km SE of Bengkulu, Indonesia",0,"None",0,"less than $100K"
2013-04-04 06:31:32,36.433,71.114,240.1,5.3,"46km SW of Ashkasham, Afghanistan",0,"None",0,"less than $100K"
2013-04-04 14:10:15,-5.561,147.206,180.8,5.3,"130km N of Lae, Papua New Guinea",0,"None",1,"more than $100.000"
2013-04-04 15:16:28,19.247,95.741,22.4,5.1,"56km ESE of Myaydo, Burma",1,"1-10 people",1,"more than $100.000"
2013-04-05 00:39:44,-56.37,-26.586,56.3,5.1,"52km NE of Visokoi Island, ",0,"None",0,"less than $100K"
2013-04-05 01:58:48,17.226,-100.54,35.0,5.3,"11km WNW of Atoyac de Alvarez, Mexico",0,"None",3,"more than $100.000.000"
2013-04-05 13:00:02,42.713,131.105,561.9,6.3,"9km N of Zarubino, Russia",1,"1-10 people",4,"more than $1.000.000.000"
2013-04-05 13:12:35,-15.269,-172.509,40.6,5.0,"152km ENE of Hihifo, Tonga",1,"1-10 people",3,"more than $100.000.000"
2013-04-05 17:35:29,0.232,98.647,40.0,5.0,"143km SSW of Padangsidempuan, Indonesia",0,"None",0,"less than $100K"
2013-04-05 19:24:57,43.444,145.9,98.7,5.1,"29km ENE of Nemuro, Japan",0,"None",2,"more than $1.000.000"
2013-04-05 19:55:57,-4.269,152.697,46.0,5.1,"43km WNW of Taron, Papua New Guinea",1,"1-10 people",2,"more than $1.000.000"
2013-04-05 20:00:52,36.757,141.35,45.9,5.4,"52km SE of Iwaki, Japan",3,"100-1000 people",1,"more than $100.000"
2013-04-05 22:55:01,36.455,71.471,100.1,5.6,"25km SSW of Ashkasham, Afghanistan",2,"10-100 people",1,"more than $100.000"
2013-04-06 00:29:55,42.726,130.976,562.8,5.8,"14km NW of Zarubino, Russia",0,"None",0,"less than $100K"
2013-04-06 04:42:35,-3.513,138.477,66.0,7.0,"240km E of Enarotali, Indonesia",2,"10-100 people",3,"more than $100.000.000"
2013-04-06 07:50:30,-3.474,138.466,72.6,5.1,"240km ENE of Enarotali, Indonesia",0,"None",1,"more than $100.000"
2013-04-06 10:55:42,-4.694,153.127,71.5,5.1,"27km SSE of Taron, Papua New Guinea",2,"10-100 people",0,"less than $100K"
2013-04-06 11:26:07,34.804,24.087,34.1,5.3,"60km SE of Palaiochora, Greece",2,"10-100 people",0,"less than $100K"
2013-04-06 12:27:05,-19.488,-175.111,124.5,5.0,"86km WNW of Pangai, Tonga",1,"1-10 people",0,"less than $100K"
2013-04-06 12:27:56,-4.202,142.496,127.4,5.1,"38km W of Ambunti, Papua New Guinea",0,"None",0,"less than $100K"
2013-04-07 01:31:21,17.462,147.29,61.4,5.3,"176km ESE of Pagan, Northern Mariana Islands",0,"None",1,"more than $100.000"
2013-04-07 14:22:20,-55.725,-26.697,13.7,5.1,"112km NNE of Visokoi Island, ",0,"None",1,"more than $100.000"
2013-04-08 18:53:42,-7.2144,105.9987,46.21,5.6,"38km SSW of Panyaungan Timur, Indonesia",0,"None",0,"less than $100K"
2013-04-09 11:52:50,28.5,51.591,10.0,6.4,"89km SE of Bandar Bushehr, Iran",1,"1-10 people",3,"more than $100.000.000"
2013-04-09 12:05:39,28.4911,51.6848,10.0,5.4,"95km WSW of Firuzabad, Iran",1,"1-10 people",1,"more than $100.000"
2013-04-10 01:58:27,28.45,51.607,10.0,5.4,"94km SE of Bandar Bushehr, Iran",0,"None",1,"more than $100.000"
2013-04-10 07:59:59,28.438,51.738,9.9,5.2,"93km WSW of Firuzabad, Iran",1,"1-10 people",3,"more than $100.000.000"
2013-04-10 16:20:21,-10.751,-75.291,102.8,5.1,"2km WSW of Villa Rica, Peru",0,"None",0,"less than $100K"
2013-04-10 19:12:10,-11.3541,166.2448,44.92,5.2,"83km SSE of Lata, Solomon Islands",1,"1-10 people",0,"less than $100K"
2013-04-10 19:14:02,15.537,-87.228,10.0,5.4,"5km S of San Juan Pueblo, Honduras",3,"100-1000 people",3,"more than $100.000.000"
2013-04-10 19:59:29,2.602,127.217,66.0,5.0,"130km NW of Tobelo, Indonesia",0,"None",0,"less than $100K"
2013-04-10 20:20:26,20.819,122.12,4.2,5.8,"29km E of Itbayat, Philippines",1,"1-10 people",1,"more than $100.000"
2013-04-11 03:47:03,19.2629,95.6948,10.07,5.2,"51km ESE of Myaydo, Burma",0,"None",0,"less than $100K"
2013-04-11 15:28:28,-17.34,175.059,21.4,5.7,"255km W of Nadi, Fiji",0,"None",3,"more than $100.000.000"
2013-04-12 03:45:08,17.85,-101.378,34.3,5.2,"26km NNE of El Coacoyul, Mexico",0,"None",0,"less than $100K"
2013-04-12 06:57:26,-21.787,-176.177,39.7,5.3,"120km WSW of Vaini, Tonga",2,"10-100 people",0,"less than $100K"
2013-04-12 10:34:11,4.4623,127.7407,103.22,5.4,"272km SE of Pondaguitan, Philippines",1,"1-10 people",0,"less than $100K"
2013-04-12 20:33:17,34.369,134.835,14.0,5.8,"6km WNW of Sumoto, Japan",0,"None",1,"more than $100.000"
2013-04-13 07:08:58,-6.345,147.787,68.3,5.1,"29km NNW of Finschhafen, Papua New Guinea",0,"None",3,"more than $100.000.000"
2013-04-13 09:19:11,-45.447,-75.747,35.0,5.4,"229km W of Puerto Chacabuco, Chile",1,"1-10 people",3,"more than $100.000.000"
2013-04-13 20:27:39,-5.5209,131.123,89.12,5.1,"180km W of Tual, Indonesia",3,"100-1000 people",0,"less than $100K"
2013-04-13 22:07:26,-6.24,130.946,84.2,5.0,"193km NNW of Saumlaki, Indonesia",0,"None",1,"more than $100.000"
2013-04-13 22:49:50,-19.141,169.535,280.2,6.0,"53km NNE of Isangel, Vanuatu",0,"None",2,"more than $1.000.000"
2013-04-14 00:19:56,-6.542,154.556,73.8,5.1,"105km WSW of Panguna, Papua New Guinea",2,"10-100 people",0,"less than $100K"
2013-04-14 01:32:22,-6.475,154.607,31.0,6.6,"98km W of Panguna, Papua New Guinea",2,"10-100 people",2,"more than $1.000.000"
2013-04-14 05:11:28,1.482,126.188,10.0,5.1,"111km E of Bitung, Indonesia",3,"100-1000 people",0,"less than $100K"
2013-04-14 13:25:02,37.572,141.307,57.3,5.3,"28km ENE of Namie, Japan",2,"10-100 people",1,"more than $100.000"
2013-04-15 22:57:05,-15.962,-177.508,445.9,5.0,"197km SSE of Sigave, Wallis and Futuna",3,"100-1000 people",1,"more than $100.000"
2013-04-16 03:48:44,1.048,125.059,87.0,5.0,"32km SSE of Tondano, Indonesia",1,"1-10 people",2,"more than $1.000.000"
2013-04-16 08:34:12,28.874,95.115,31.7,5.3,"52km SSW of Motuo, China",0,"None",0,"less than $100K"
2013-04-16 09:05:28,-11.7018,165.2539,10.0,5.0,"125km SSW of Lata, Solomon Islands",0,"None",0,"less than $100K"
2013-04-16 10:00:24,-6.652,154.405,10.0,5.7,"125km WSW of Panguna, Papua New Guinea",0,"None",1,"more than $100.000"
2013-04-16 10:44:20,28.107,62.053,82.0,7.7,"83km E of Khash, Iran",5,"more than 10.000 people",3,"more than $100.000.000"
2013-04-16 11:26:06,-6.14,104.734,52.9,5.2,"72km S of Kotaagung, Indonesia",3,"100-1000 people",3,"more than $100.000.000"
2013-04-16 18:22:29,-2.24,99.691,24.8,5.0,"88km SE of Muara Siberut, Indonesia",0,"None",0,"less than $100K"
2013-04-16 22:55:27,-3.218,142.543,13.0,6.6,"23km ESE of Aitape, Papua New Guinea",0,"None",2,"more than $1.000.000"
2013-04-17 01:45:56,26.021,99.769,11.3,5.2,"23km WSW of Yuhu, China",2,"10-100 people",2,"more than $1.000.000"
2013-04-17 03:15:52,28.1137,62.3534,56.3,5.6,"112km E of Khash, Iran",1,"1-10 people",3,"more than $100.000.000"
2013-04-17 05:05:02,-2.775,138.702,44.8,5.5,"209km W of Abepura, Indonesia",0,"None",0,"less than $100K"
2013-04-17 06:43:02,24.839,123.229,9.9,5.3,"47km NNE of Yonakuni, Japan",2,"10-100 people",0,"less than $100K"
2013-04-17 06:50:18,24.905,123.273,10.0,5.3,"55km NNE of Yonakuni, Japan",3,"100-1000 people",2,"more than $1.000.000"
2013-04-17 08:57:33,33.927,139.412,11.0,5.6,"92km SSE of Shimoda, Japan",0,"None",0,"less than $100K"
2013-04-17 09:51:10,7.256,124.986,41.6,5.1,"9km NNE of Linao, Philippines",0,"None",1,"more than $100.000"
2013-04-17 12:03:34,38.478,141.458,69.3,5.9,"15km ENE of Ishinomaki, Japan",0,"None",0,"less than $100K"
2013-04-18 13:03:14,3.608,126.753,35.0,5.0,"244km SE of Sarangani, Philippines",1,"1-10 people",0,"less than $100K"
2013-04-18 14:08:37,24.84,123.3061,23.84,5.1,"51km NE of Yonakuni, Japan",0,"None",0,"less than $100K"
2013-04-19 03:05:52,46.224,150.783,112.2,7.2,"251km ENE of Kuril'sk, Russia",3,"100-1000 people",4,"more than $1.000.000.000"
2013-04-19 17:25:17,-14.966,166.857,48.8,5.2,"22km WNW of Port-Olry, Vanuatu",2,"10-100 people",0,"less than $100K"
2013-04-19 17:51:42,-11.944,121.662,18.9,5.7,"225km SSE of Baing, Indonesia",0,"None",2,"more than $1.000.000"
2013-04-19 19:58:41,49.958,157.663,20.0,6.1,"135km SE of Severo-Kuril'sk, Russia",2,"10-100 people",2,"more than $1.000.000"
2013-04-19 19:59:29,39.693,143.258,35.0,5.0,"112km E of Miyako, Japan",0,"None",0,"less than $100K"
2013-04-20 00:02:47,30.308,102.888,14.0,6.6,"56km WSW of Linqiong, China",2,"10-100 people",2,"more than $1.000.000"
2013-04-20 01:11:50,30.209,102.862,10.0,5.0,"61km WSW of Linqiong, China",2,"10-100 people",2,"more than $1.000.000"
2013-04-20 01:37:27,30.282,102.998,10.0,5.1,"46km WSW of Linqiong, China",0,"None",0,"less than $100K"
2013-04-20 03:34:15,30.187,102.95,10.0,5.1,"55km WSW of Linqiong, China",1,"1-10 people",0,"less than $100K"
2013-04-20 03:42:02,-5.002,152.111,65.3,5.7,"73km SSW of Kokopo, Papua New Guinea",1,"1-10 people",2,"more than $1.000.000"
2013-04-20 04:51:12,-6.292,130.218,108.1,5.9,"219km NNW of Saumlaki, Indonesia",2,"10-100 people",0,"less than $100K"
2013-04-20 05:11:57,-54.776,1.149,11.0,5.8,"148km WSW of Bouvet Island, Bouvet Island",2,"10-100 people",0,"less than $100K"
2013-04-20 13:12:50,50.105,157.165,18.0,6.1,"97km SE of Severo-Kuril'sk, Russia",4,"1000-10000 people",2,"more than $1.000.000"
2013-04-20 13:18:08,50.018,157.413,9.6,5.3,"117km SE of Severo-Kuril'sk, Russia",2,"10-100 people",3,"more than $100.000.000"
2013-04-20 20:53:43,30.328,103.071,9.8,5.2,"38km WSW of Linqiong, China",0,"None",3,"more than $100.000.000"
2013-04-21 03:59:37,30.225,103.015,10.0,5.0,"47km WSW of Linqiong, China",2,"10-100 people",0,"less than $100K"
2013-04-21 09:05:23,30.317,102.998,15.7,5.2,"45km WSW of Linqiong, China",1,"1-10 people",0,"less than $100K"
2013-04-21 13:48:29,51.655,-178.217,44.0,5.6,"25km SSW of Tanaga Volcano, Alaska",0,"None",2,"more than $1.000.000"
2013-04-22 01:16:33,18.127,-101.908,30.0,6.0,"20km NNW of La Union, Mexico",2,"10-100 people",2,"more than $1.000.000"
2013-04-22 04:36:40,51.135,179.518,40.3,5.6,"91km S of Semisopochnoi Island, Alaska",1,"1-10 people",2,"more than $1.000.000"
2013-04-22 09:11:56,42.87,122.275,24.2,5.0,"43km ENE of Kulun, China",0,"None",1,"more than $100.000"
2013-04-22 10:22:40,50.064,157.511,17.7,5.2,"119km SE of Severo-Kuril'sk, Russia",0,"None",1,"more than $100.000"
2013-04-22 13:16:17,50.005,157.408,41.9,5.1,"118km SE of Severo-Kuril'sk, Russia",2,"10-100 people",3,"more than $100.000.000"
2013-04-22 23:40:46,-29.78,-176.204,6.1,5.3,"173km ESE of Raoul Island, New Zealand",2,"10-100 people",0,"less than $100K"
2013-04-23 02:06:56,18.624,-107.199,10.0,5.3,"250km SW of Tomatlan, Mexico",2,"10-100 people",0,"less than $100K"
2013-04-23 23:03:58,-9.026,123.909,102.1,5.1,"65km NNE of Naisano Dua, Indonesia",2,"10-100 people",0,"less than $100K"
2013-04-23 23:14:42,-3.913,152.12,23.3,6.5,"31km N of Rabaul, Papua New Guinea",2,"10-100 people",2,"more than $1.000.000"
2013-04-24 06:21:19,32.372,139.076,223.7,5.2,"104km SW of Hachijo-jima, Japan",1,"1-10 people",1,"more than $100.000"
2013-04-24 09:25:30,34.531,70.218,63.6,5.5,"15km S of Mehtar Lam, Afghanistan",0,"None",0,"less than $100K"
2013-04-24 14:07:01,-10.226,161.518,67.4,5.3,"50km WNW of Kirakira, Solomon Islands",1,"1-10 people",2,"more than $1.000.000"
2013-04-24 14:08:56,-18.694,169.258,219.6,5.3,"94km N of Isangel, Vanuatu",3,"100-1000 people",1,"more than $100.000"
2013-04-24 22:10:30,28.374,104.961,10.0,5.3,"22km S of Changning, China",0,"None",0,"less than $100K"
2013-04-25 18:02:09,17.4059,147.1409,36.66,5.0,"164km ESE of Pagan, Northern Mariana Islands",1,"1-10 people",1,"more than $100.000"
2013-04-25 22:32:52,50.2111,157.5223,23.08,5.0,"112km ESE of Severo-Kuril'sk, Russia",2,"10-100 people",0,"less than $100K"
2013-04-25 22:32:53,50.158,157.515,34.4,5.0,"114km ESE of Severo-Kuril'sk, Russia",3,"100-1000 people",2,"more than $1.000.000"
2013-04-26 03:15:49,51.3079,-177.8708,15.81,5.0,"66km SSE of Tanaga Volcano, Alaska",2,"10-100 people",0,"less than $100K"
